Customer ID,Recency,Frequency,Monetary Value,R,F,M,RFM_Segment,RFM_Score,Custom_Segment
12408.0,32,8,2587.57,3,4,4,344,11.0,1_Top
12409.0,78,7,11056.930000000004,2,4,4,244,10.0,1_Top
12410.0,300,3,521.0799999999999,1,3,2,132,6.0,2_Middle
12412.0,74,3,1142.8799999999999,2,3,3,233,8.0,2_Middle
12413.0,66,4,676.15,2,3,3,233,8.0,2_Middle
12414.0,216,3,442.41,1,3,2,132,6.0,2_Middle
12415.0,23,24,123638.17999999988,3,4,4,344,11.0,1_Top
12417.0,2,11,2894.4599999999996,4,4,4,444,12.0,1_Top
12418.0,112,1,668.5799999999997,2,1,3,213,6.0,2_Middle
12420.0,63,1,600.3900000000001,2,1,2,212,5.0,3_Low
12421.0,15,5,638.2700000000002,4,3,3,433,10.0,1_Top
12422.0,95,3,683.5599999999998,2,3,3,233,8.0,2_Middle
12423.0,0,8,1431.1800000000003,4,4,3,443,11.0,1_Top
12424.0,162,2,1760.9599999999998,1,2,4,124,7.0,2_Middle
12425.0,77,1,777.1999999999999,2,1,3,213,6.0,2_Middle
12426.0,194,1,510.7299999999999,1,1,2,112,4.0,3_Low
12427.0,11,3,389.82000000000005,4,3,2,432,9.0,2_Middle
12428.0,25,12,6917.200000000004,3,4,4,344,11.0,1_Top
12429.0,8,3,2250.9000000000005,4,3,4,434,11.0,1_Top
12430.0,42,1,216.4,3,1,1,311,5.0,3_Low
12431.0,35,16,5537.439999999999,3,4,4,344,11.0,1_Top
12432.0,42,4,4359.3200000000015,3,3,4,334,10.0,1_Top
12433.0,0,5,9588.749999999998,4,3,4,434,11.0,1_Top
12434.0,84,3,792.9399999999999,2,3,3,233,8.0,2_Middle
12435.0,79,2,7829.889999999998,2,2,4,224,8.0,2_Middle
12436.0,99,1,429.01000000000005,2,1,2,212,5.0,3_Low
12437.0,1,19,4392.659999999998,4,4,4,444,12.0,1_Top
12438.0,13,2,2466.8500000000004,4,2,4,424,10.0,1_Top
12442.0,2,1,144.06,4,1,1,411,6.0,2_Middle
12444.0,20,5,4085.46,3,3,4,334,10.0,1_Top
12445.0,21,1,77.4,3,1,1,311,5.0,3_Low
12446.0,57,1,1002.3099999999998,2,1,3,213,6.0,2_Middle
12447.0,242,1,431.49,1,1,2,112,4.0,3_Low
12448.0,43,1,365.4500000000001,3,1,2,312,6.0,2_Middle
12449.0,21,4,3596.290000000001,3,3,4,334,10.0,1_Top
12450.0,155,2,197.88,1,2,1,121,4.0,3_Low
12451.0,10,6,8893.519999999999,4,4,4,444,12.0,1_Top
12452.0,16,1,348.57000000000005,3,1,2,312,6.0,2_Middle
12453.0,133,1,707.0899999999999,1,1,3,113,5.0,3_Low
12454.0,52,2,-5.684341886080802e-14,2,2,1,221,5.0,3_Low
12455.0,72,5,2339.859999999997,2,3,4,234,9.0,2_Middle
12456.0,43,4,2553.89,3,3,4,334,10.0,1_Top
12457.0,57,11,1597.7799999999997,2,4,4,244,10.0,1_Top
12458.0,70,2,787.4000000000001,2,2,3,223,7.0,2_Middle
12461.0,154,1,626.8800000000001,1,1,2,112,4.0,3_Low
12462.0,1,4,872.0099999999998,4,3,3,433,10.0,1_Top
12463.0,45,6,1165.6299999999997,3,4,3,343,10.0,1_Top
12464.0,9,8,957.0499999999998,4,4,3,443,11.0,1_Top
12465.0,7,3,673.89,4,3,3,433,10.0,1_Top
12468.0,142,3,652.04,1,3,3,133,7.0,2_Middle
12471.0,1,41,13408.209999999977,4,4,4,444,12.0,1_Top
12472.0,30,11,4324.480000000005,3,4,4,344,11.0,1_Top
12473.0,28,8,2585.729999999999,3,4,4,344,11.0,1_Top
12474.0,16,29,6468.770000000002,3,4,4,344,11.0,1_Top
12475.0,53,1,669.38,2,1,3,213,6.0,2_Middle
12476.0,0,17,5641.030000000007,4,4,4,444,12.0,1_Top
12477.0,22,9,13117.009999999993,3,4,4,344,11.0,1_Top
12478.0,3,1,545.99,4,1,2,412,7.0,2_Middle
12479.0,3,3,423.3,4,3,2,432,9.0,2_Middle
12480.0,27,4,2885.6300000000006,3,3,4,334,10.0,1_Top
12481.0,22,9,4333.02,3,4,4,344,11.0,1_Top
12483.0,16,11,1873.1300000000006,3,4,4,344,11.0,1_Top
12484.0,34,6,3892.869999999997,3,4,4,344,11.0,1_Top
12488.0,9,3,1244.6600000000003,4,3,3,433,10.0,1_Top
12489.0,335,1,298.93,1,1,2,112,4.0,3_Low
12490.0,4,10,4859.930000000001,4,4,4,444,12.0,1_Top
12491.0,38,1,424.4000000000001,3,1,2,312,6.0,2_Middle
12492.0,62,2,227.20999999999998,2,2,1,221,5.0,3_Low
12493.0,165,3,362.79,1,3,2,132,6.0,2_Middle
12494.0,9,9,964.6000000000006,4,4,3,443,11.0,1_Top
12497.0,81,1,953.1,2,1,3,213,6.0,2_Middle
12498.0,20,3,349.7,3,3,2,332,8.0,2_Middle
12500.0,22,13,4026.2699999999995,3,4,4,344,11.0,1_Top
12501.0,314,2,1945.6799999999992,1,2,4,124,7.0,2_Middle
12502.0,95,5,2995.870000000001,2,3,4,234,9.0,2_Middle
12503.0,337,1,-1126.0,1,1,1,111,3.0,3_Low
12504.0,17,4,60.00000000000003,3,3,1,331,7.0,2_Middle
12505.0,300,1,-4.5,1,1,1,111,3.0,3_Low
12506.0,232,1,73.50000000000003,1,1,1,111,3.0,3_Low
12507.0,133,4,1006.0599999999998,1,3,3,133,7.0,2_Middle
12508.0,25,2,397.88000000000005,3,2,2,322,7.0,2_Middle
12509.0,283,1,158.5,1,1,1,111,3.0,3_Low
12510.0,142,2,814.57,1,2,3,123,6.0,2_Middle
12512.0,65,2,132.18000000000006,2,2,1,221,5.0,3_Low
12513.0,84,2,532.7900000000001,2,2,2,222,6.0,2_Middle
12514.0,266,1,1017.6800000000002,1,1,3,113,5.0,3_Low
12516.0,77,2,1186.06,2,2,3,223,7.0,2_Middle
12517.0,27,5,2263.650000000001,3,3,4,334,10.0,1_Top
12518.0,0,5,1840.8899999999996,4,3,4,434,11.0,1_Top
12519.0,63,1,276.84,2,1,1,211,4.0,3_Low
12520.0,78,6,2294.509999999999,2,4,4,244,10.0,1_Top
12521.0,142,1,545.6800000000001,1,1,2,112,4.0,3_Low
12522.0,38,2,156.72000000000003,3,2,1,321,6.0,2_Middle
12523.0,1,13,1655.5700000000004,4,4,4,444,12.0,1_Top
12524.0,8,8,3945.72,4,4,4,444,12.0,1_Top
12526.0,0,3,1172.6600000000003,4,3,3,433,10.0,1_Top
12527.0,81,3,330.71000000000004,2,3,2,232,7.0,2_Middle
12528.0,8,8,1634.2800000000002,4,4,4,444,12.0,1_Top
12530.0,59,5,1461.6299999999997,2,3,3,233,8.0,2_Middle
12531.0,14,1,125.22,4,1,1,411,6.0,2_Middle
12532.0,29,1,313.83,3,1,2,312,6.0,2_Middle
12534.0,130,1,981.1800000000001,1,1,3,113,5.0,3_Low
12535.0,91,2,716.3500000000001,2,2,3,223,7.0,2_Middle
12536.0,7,5,4106.820000000003,4,3,4,434,11.0,1_Top
12538.0,28,1,363.95,3,1,2,312,6.0,2_Middle
12539.0,21,5,3852.4999999999986,3,3,4,334,10.0,1_Top
12540.0,19,18,10748.029999999995,3,4,4,344,11.0,1_Top
12541.0,29,3,841.1800000000002,3,3,3,333,9.0,2_Middle
12544.0,29,2,299.7,3,2,2,322,7.0,2_Middle
12545.0,74,2,832.3899999999999,2,2,3,223,7.0,2_Middle
12546.0,46,3,1001.5000000000002,2,3,3,233,8.0,2_Middle
12547.0,197,2,151.8,1,2,1,121,4.0,3_Low
12548.0,165,1,67.19999999999999,1,1,1,111,3.0,3_Low
12550.0,78,1,824.8299999999994,2,1,3,213,6.0,2_Middle
12552.0,39,1,317.81999999999994,3,1,2,312,6.0,2_Middle
12553.0,7,14,3238.2499999999995,4,4,4,444,12.0,1_Top
12556.0,49,2,599.5599999999997,2,2,2,222,6.0,2_Middle
12557.0,15,4,11370.96,4,3,4,434,11.0,1_Top
12558.0,1,2,2.6645352591003757e-14,4,2,1,421,7.0,2_Middle
12559.0,310,3,500.21,1,3,2,132,6.0,2_Middle
12560.0,4,3,1885.39,4,3,4,434,11.0,1_Top
12561.0,302,1,238.85,1,1,1,111,3.0,3_Low
12562.0,7,7,3385.740000000002,4,4,4,444,12.0,1_Top
12564.0,260,1,402.9000000000001,1,1,2,112,4.0,3_Low
12565.0,281,2,131.17,1,2,1,121,4.0,3_Low
12566.0,72,2,292.70000000000005,2,2,2,222,6.0,2_Middle
12567.0,22,9,6596.560000000005,3,4,4,344,11.0,1_Top
12569.0,1,33,3128.99,4,4,4,444,12.0,1_Top
12571.0,39,2,519.6099999999999,3,2,2,322,7.0,2_Middle
12572.0,8,3,896.7200000000003,4,3,3,433,10.0,1_Top
12573.0,226,1,160.54,1,1,1,111,3.0,3_Low
12574.0,315,1,182.45000000000002,1,1,1,111,3.0,3_Low
12576.0,35,6,1306.9799999999998,3,4,3,343,10.0,1_Top
12577.0,34,3,368.30999999999983,3,3,2,332,8.0,2_Middle
12578.0,20,4,2361.36,3,3,4,334,10.0,1_Top
12579.0,72,2,374.71999999999997,2,2,2,222,6.0,2_Middle
12580.0,246,1,379.7,1,1,2,112,4.0,3_Low
12581.0,39,1,179.70999999999998,3,1,1,311,5.0,3_Low
12582.0,238,2,351.3599999999999,1,2,2,122,5.0,3_Low
12583.0,2,16,5827.479999999997,4,4,4,444,12.0,1_Top
12584.0,3,18,1809.9500000000005,4,4,4,444,12.0,1_Top
12585.0,233,3,611.96,1,3,2,132,6.0,2_Middle
12586.0,16,1,196.94,3,1,1,311,5.0,3_Low
12587.0,7,1,104.0,4,1,1,411,6.0,2_Middle
12588.0,38,1,174.9,3,1,1,311,5.0,3_Low
12589.0,28,2,574.6800000000001,3,2,2,322,7.0,2_Middle
12590.0,189,2,9338.380000000003,1,2,4,124,7.0,2_Middle
12591.0,316,1,368.84999999999985,1,1,2,112,4.0,3_Low
12592.0,91,2,401.59999999999997,2,2,2,222,6.0,2_Middle
12593.0,108,3,382.09999999999997,2,3,2,232,7.0,2_Middle
12594.0,37,9,3208.219999999998,3,4,4,344,11.0,1_Top
12596.0,50,2,450.27,2,2,2,222,6.0,2_Middle
12597.0,18,5,3067.130000000001,3,3,4,334,10.0,1_Top
12598.0,9,8,2786.679999999998,4,4,4,444,12.0,1_Top
12599.0,28,7,888.5800000000004,3,4,3,343,10.0,1_Top
12600.0,28,8,2072.2400000000002,3,4,4,344,11.0,1_Top
12601.0,189,6,479.56,1,4,2,142,7.0,2_Middle
12602.0,58,1,153.12000000000003,2,1,1,211,4.0,3_Low
12603.0,21,1,613.1999999999999,3,1,2,312,6.0,2_Middle
12604.0,78,2,236.17999999999995,2,2,1,221,5.0,3_Low
12607.0,57,2,3.339550858072471e-13,2,2,1,221,5.0,3_Low
12609.0,77,3,964.8500000000001,2,3,3,233,8.0,2_Middle
12610.0,22,6,1705.9900000000007,3,4,4,344,11.0,1_Top
12611.0,51,1,1193.32,2,1,3,213,6.0,2_Middle
12612.0,57,2,607.5900000000001,2,2,2,222,6.0,2_Middle
12613.0,30,5,2966.9799999999977,3,3,4,334,10.0,1_Top
12614.0,277,1,315.59999999999997,1,1,2,112,4.0,3_Low
12615.0,1,4,2093.1900000000005,4,3,4,434,11.0,1_Top
12616.0,84,5,585.2500000000001,2,3,2,232,7.0,2_Middle
12617.0,28,1,352.9800000000002,3,1,2,312,6.0,2_Middle
12618.0,21,1,137.31,3,1,1,311,5.0,3_Low
12619.0,15,13,2908.81,4,4,4,444,12.0,1_Top
12620.0,14,3,1303.4099999999999,4,3,3,433,10.0,1_Top
12621.0,1,20,11105.970000000008,4,4,4,444,12.0,1_Top
12622.0,231,1,162.09999999999997,1,1,1,111,3.0,3_Low
12623.0,275,1,269.1,1,1,1,111,3.0,3_Low
12624.0,105,2,569.1300000000001,2,2,2,222,6.0,2_Middle
12625.0,211,3,2362.3199999999997,1,3,4,134,8.0,2_Middle
12626.0,22,13,5722.349999999997,3,4,4,344,11.0,1_Top
12627.0,10,6,4082.5300000000016,4,4,4,444,12.0,1_Top
12628.0,3,4,715.6099999999999,4,3,3,433,10.0,1_Top
12630.0,9,2,1030.8800000000003,4,2,3,423,9.0,2_Middle
12631.0,56,1,480.50000000000017,2,1,2,212,5.0,3_Low
12633.0,58,5,1906.6299999999997,2,3,4,234,9.0,2_Middle
12635.0,89,2,1509.1799999999998,2,2,3,223,7.0,2_Middle
12637.0,66,9,5790.250000000001,2,4,4,244,10.0,1_Top
12638.0,32,1,511.69,3,1,2,312,6.0,2_Middle
12639.0,238,1,366.1,1,1,2,112,4.0,3_Low
12640.0,23,3,994.5799999999999,3,3,3,333,9.0,2_Middle
12641.0,114,1,145.9,2,1,1,211,4.0,3_Low
12642.0,24,3,905.26,3,3,3,333,9.0,2_Middle
12643.0,127,6,3041.6400000000003,1,4,4,144,9.0,2_Middle
12644.0,129,1,477.9100000000001,1,1,2,112,4.0,3_Low
12645.0,33,5,1611.3800000000008,3,3,4,334,10.0,1_Top
12646.0,4,2,1346.9700000000003,4,2,3,423,9.0,2_Middle
12647.0,21,8,2151.2200000000003,3,4,4,344,11.0,1_Top
12648.0,154,1,300.05,1,1,2,112,4.0,3_Low
12649.0,106,3,569.51,2,3,2,232,7.0,2_Middle
12650.0,2,1,242.44,4,1,1,411,6.0,2_Middle
12651.0,334,1,114.00000000000003,1,1,1,111,3.0,3_Low
12652.0,321,2,788.5299999999997,1,2,3,123,6.0,2_Middle
12653.0,148,2,2209.8500000000004,1,2,4,124,7.0,2_Middle
12654.0,10,5,529.98,4,3,2,432,9.0,2_Middle
12656.0,16,8,3550.720000000002,3,4,4,344,11.0,1_Top
12657.0,10,5,1008.0599999999998,4,3,3,433,10.0,1_Top
12658.0,18,1,632.0500000000001,3,1,2,312,6.0,2_Middle
12659.0,29,1,73.68,3,1,1,311,5.0,3_Low
12660.0,10,1,227.10000000000002,4,1,1,411,6.0,2_Middle
12662.0,0,11,3267.5999999999976,4,4,4,444,12.0,1_Top
12664.0,7,9,4391.879999999999,4,4,4,444,12.0,1_Top
12665.0,324,2,43.75,1,2,1,121,4.0,3_Low
12667.0,57,1,460.12999999999994,2,1,2,212,5.0,3_Low
12668.0,6,5,2715.3100000000004,4,3,4,434,11.0,1_Top
12669.0,150,4,1427.7300000000002,1,3,3,133,7.0,2_Middle
12670.0,9,6,2734.1499999999996,4,4,4,444,12.0,1_Top
12672.0,329,1,225.9,1,1,1,111,3.0,3_Low
12673.0,4,2,574.52,4,2,2,422,8.0,2_Middle
12674.0,11,7,1796.2600000000002,4,4,4,444,12.0,1_Top
12676.0,24,6,1091.39,3,4,3,343,10.0,1_Top
12678.0,41,9,16237.980000000001,3,4,4,344,11.0,1_Top
12679.0,51,9,896.6700000000004,2,4,3,243,9.0,2_Middle
12680.0,0,4,790.81,4,3,3,433,10.0,1_Top
12681.0,14,24,10353.479999999994,4,4,4,444,12.0,1_Top
12682.0,3,29,10070.530000000002,4,4,4,444,12.0,1_Top
12683.0,3,17,6402.009999999999,4,4,4,444,12.0,1_Top
12684.0,7,7,2103.6299999999997,4,4,4,444,12.0,1_Top
12685.0,27,6,2575.0800000000004,3,4,4,344,11.0,1_Top
12688.0,113,1,4873.810000000005,2,1,4,214,7.0,2_Middle
12689.0,25,2,1139.6100000000001,3,2,3,323,8.0,2_Middle
12690.0,205,1,335.00999999999993,1,1,2,112,4.0,3_Low
12691.0,27,4,765.8,3,3,3,333,9.0,2_Middle
12693.0,120,6,686.9599999999999,2,4,3,243,9.0,2_Middle
12694.0,69,2,761.6699999999998,2,2,3,223,7.0,2_Middle
12695.0,6,4,582.1,4,3,2,432,9.0,2_Middle
12697.0,20,5,739.0200000000002,3,3,3,333,9.0,2_Middle
12700.0,7,4,4525.990000000006,4,3,4,434,11.0,1_Top
12701.0,79,2,725.7099999999999,2,2,3,223,7.0,2_Middle
12702.0,19,1,201.0,3,1,1,311,5.0,3_Low
12703.0,63,2,256.69999999999993,2,2,1,221,5.0,3_Low
12704.0,6,8,1740.8400000000001,4,4,4,444,12.0,1_Top
12705.0,14,12,5632.240000000004,4,4,4,444,12.0,1_Top
12707.0,291,1,603.42,1,1,2,112,4.0,3_Low
12708.0,29,15,2167.8800000000006,3,4,4,344,11.0,1_Top
12709.0,2,24,7768.409999999997,4,4,4,444,12.0,1_Top
12710.0,96,4,1004.5700000000006,2,3,3,233,8.0,2_Middle
12712.0,22,14,3387.7499999999986,3,4,4,344,11.0,1_Top
12713.0,0,1,794.5499999999998,4,1,3,413,8.0,2_Middle
12714.0,8,5,4294.859999999994,4,3,4,434,11.0,1_Top
12715.0,105,1,263.36,2,1,1,211,4.0,3_Low
12716.0,3,2,963.4899999999996,4,2,3,423,9.0,2_Middle
12717.0,150,2,830.98,1,2,3,123,6.0,2_Middle
12718.0,70,1,202.25000000000003,2,1,1,211,4.0,3_Low
12719.0,4,3,536.0999999999999,4,3,2,432,9.0,2_Middle
12720.0,2,26,4534.150000000001,4,4,4,444,12.0,1_Top
12721.0,31,5,2117.5299999999997,3,3,4,334,10.0,1_Top
12722.0,84,6,886.33,2,4,3,243,9.0,2_Middle
12723.0,3,5,707.0699999999998,4,3,3,433,10.0,1_Top
12724.0,4,4,923.41,4,3,3,433,10.0,1_Top
12726.0,27,6,2258.82,3,4,4,344,11.0,1_Top
12727.0,10,8,3425.7000000000007,4,4,4,444,12.0,1_Top
12728.0,70,4,728.3299999999998,2,3,3,233,8.0,2_Middle
12729.0,113,1,417.0100000000001,2,1,2,212,5.0,3_Low
12731.0,23,13,17732.510000000006,3,4,4,344,11.0,1_Top
12732.0,179,1,218.2600000000001,1,1,1,111,3.0,3_Low
12733.0,233,1,383.95,1,1,2,112,4.0,3_Low
12735.0,314,2,689.5699999999998,1,2,3,123,6.0,2_Middle
12736.0,332,1,144.0,1,1,1,111,3.0,3_Low
12739.0,98,1,975.5400000000001,2,1,3,213,6.0,2_Middle
12740.0,63,1,427.5999999999999,2,1,2,212,5.0,3_Low
12743.0,133,2,540.1299999999998,1,2,2,122,5.0,3_Low
12744.0,51,10,9120.39,2,4,4,244,10.0,1_Top
12747.0,1,9,3489.740000000002,4,4,4,444,12.0,1_Top
12748.0,0,186,24347.010000000253,4,4,4,444,12.0,1_Top
12749.0,3,8,3818.2000000000016,4,4,4,444,12.0,1_Top
12750.0,128,1,275.88,1,1,1,111,3.0,3_Low
12752.0,80,1,4366.779999999999,2,1,4,214,7.0,2_Middle
12753.0,3,10,17433.42,4,4,4,444,12.0,1_Top
12754.0,235,5,2949.12,1,3,4,134,8.0,2_Middle
12755.0,249,3,-1591.1999999999998,1,3,1,131,5.0,3_Low
12756.0,86,1,112.08000000000001,2,1,1,211,4.0,3_Low
12757.0,15,19,4149.250000000004,4,4,4,444,12.0,1_Top
12758.0,116,2,2791.590000000001,2,2,4,224,8.0,2_Middle
12759.0,51,3,1411.4400000000007,2,3,3,233,8.0,2_Middle
12762.0,7,2,1702.5200000000004,4,2,4,424,10.0,1_Top
12763.0,137,1,174.0,1,1,1,111,3.0,3_Low
12764.0,316,1,1693.8800000000003,1,1,4,114,6.0,2_Middle
12766.0,3,6,5476.34,4,4,4,444,12.0,1_Top
12769.0,238,1,1143.6000000000001,1,1,3,113,5.0,3_Low
12770.0,210,1,1351.4499999999998,1,1,3,113,5.0,3_Low
12772.0,59,1,752.4700000000004,2,1,3,213,6.0,2_Middle
12775.0,16,6,1246.2400000000002,3,4,3,343,10.0,1_Top
12778.0,19,6,693.2299999999999,3,4,3,343,10.0,1_Top
12779.0,20,11,3620.5400000000027,3,4,4,344,11.0,1_Top
12781.0,21,4,671.72,3,3,3,333,9.0,2_Middle
12782.0,4,5,1501.82,4,3,3,433,10.0,1_Top
12783.0,1,8,1295.8700000000001,4,4,3,443,11.0,1_Top
12784.0,14,1,476.81999999999994,4,1,2,412,7.0,2_Middle
12785.0,2,1,-6.24,4,1,1,411,6.0,2_Middle
12787.0,9,3,418.65999999999997,4,3,2,432,9.0,2_Middle
12789.0,64,1,76.85000000000001,2,1,1,211,4.0,3_Low
12790.0,191,1,294.9200000000001,1,1,2,112,4.0,3_Low
12792.0,256,1,344.54,1,1,2,112,4.0,3_Low
12793.0,334,1,357.68,1,1,2,112,4.0,3_Low
12794.0,52,2,860.4099999999999,2,2,3,223,7.0,2_Middle
12795.0,18,1,318.4800000000001,3,1,2,312,6.0,2_Middle
12798.0,9,3,6977.039999999999,4,3,4,434,11.0,1_Top
12802.0,183,2,382.58,1,2,2,122,5.0,3_Low
12808.0,36,2,354.2500000000001,3,2,2,322,7.0,2_Middle
12809.0,167,2,400.36,1,2,2,122,5.0,3_Low
12811.0,261,2,458.85,1,2,2,122,5.0,3_Low
12812.0,44,1,229.63999999999993,3,1,1,311,5.0,3_Low
12814.0,101,1,85.92,2,1,1,211,4.0,3_Low
12815.0,147,2,863.4599999999999,1,2,3,123,6.0,2_Middle
12816.0,95,2,452.20000000000005,2,2,2,222,6.0,2_Middle
12817.0,280,1,126.03999999999999,1,1,1,111,3.0,3_Low
12818.0,177,2,1157.8799999999999,1,2,3,123,6.0,2_Middle
12820.0,2,4,942.3399999999999,4,3,3,433,10.0,1_Top
12821.0,213,1,92.72,1,1,1,111,3.0,3_Low
12822.0,70,3,918.9799999999999,2,3,3,233,8.0,2_Middle
12823.0,74,5,1759.5,2,3,4,234,9.0,2_Middle
12824.0,59,1,397.11999999999995,2,1,2,212,5.0,3_Low
12826.0,2,7,1313.1199999999994,4,4,3,443,11.0,1_Top
12827.0,5,3,430.15,4,3,2,432,9.0,2_Middle
12828.0,2,6,1018.7100000000003,4,4,3,443,11.0,1_Top
12829.0,321,2,167.3,1,2,1,121,4.0,3_Low
12830.0,37,7,6748.4000000000015,3,4,4,344,11.0,1_Top
12831.0,261,1,215.05,1,1,1,111,3.0,3_Low
12832.0,31,2,383.03000000000003,3,2,2,322,7.0,2_Middle
12833.0,144,1,417.37999999999994,1,1,2,112,4.0,3_Low
12834.0,282,1,312.38,1,1,2,112,4.0,3_Low
12836.0,58,4,2610.3599999999988,2,3,4,234,9.0,2_Middle
12837.0,172,1,134.1,1,1,1,111,3.0,3_Low
12838.0,33,1,281.15999999999997,3,1,1,311,5.0,3_Low
12839.0,2,13,4850.670000000004,4,4,4,444,12.0,1_Top
12840.0,143,6,2714.269999999999,1,4,4,144,9.0,2_Middle
12841.0,4,24,3339.6399999999994,4,4,4,444,12.0,1_Top
12842.0,69,2,1118.99,2,2,3,223,7.0,2_Middle
12843.0,65,9,1680.76,2,4,4,244,10.0,1_Top
12844.0,28,2,325.9599999999999,3,2,2,322,7.0,2_Middle
12845.0,266,4,354.09000000000003,1,3,2,132,6.0,2_Middle
12847.0,21,1,843.6399999999999,3,1,3,313,7.0,2_Middle
12849.0,30,2,1010.2899999999998,3,2,3,323,8.0,2_Middle
12851.0,96,1,131.80999999999997,2,1,1,211,4.0,3_Low
12852.0,289,2,299.75,1,2,2,122,5.0,3_Low
12853.0,107,9,1881.6999999999998,2,4,4,244,10.0,1_Top
12854.0,78,5,1280.9000000000003,2,3,3,233,8.0,2_Middle
12856.0,7,8,2153.530000000001,4,4,4,444,12.0,1_Top
12857.0,210,2,1106.4000000000003,1,2,3,123,6.0,2_Middle
12863.0,51,2,504.20000000000005,2,2,2,222,6.0,2_Middle
12864.0,137,1,147.12,1,1,1,111,3.0,3_Low
12865.0,25,2,1568.229999999999,3,2,4,324,9.0,2_Middle
12866.0,282,1,499.11999999999995,1,1,2,112,4.0,3_Low
12867.0,25,8,3604.1999999999957,3,4,4,344,11.0,1_Top
12868.0,185,5,1403.7600000000004,1,3,3,133,7.0,2_Middle
12871.0,83,2,380.64000000000004,2,2,2,222,6.0,2_Middle
12872.0,326,1,221.44000000000003,1,1,1,111,3.0,3_Low
12873.0,281,1,374.0,1,1,2,112,4.0,3_Low
12875.0,142,1,49.470000000000006,1,1,1,111,3.0,3_Low
12876.0,57,2,2053.0199999999995,2,2,4,224,8.0,2_Middle
12877.0,3,11,1385.71,4,4,3,443,11.0,1_Top
12878.0,17,3,841.6399999999999,3,3,3,333,9.0,2_Middle
12879.0,44,4,552.57,3,3,2,332,8.0,2_Middle
12881.0,275,1,298.0,1,1,2,112,4.0,3_Low
12882.0,8,2,1463.0399999999995,4,2,3,423,9.0,2_Middle
12883.0,24,4,703.4700000000001,3,3,3,333,9.0,2_Middle
12884.0,87,1,309.05000000000007,2,1,2,212,5.0,3_Low
